full_name,email,start_date,position,status,equipment,department
Ivan Tkachenko,ivan.512@example.com,2023-04-10,Project Manager,ONBOARDING,Mouse;Monitor,Sales
Volodymyr Kovalenko,volodymyr.513@example.com,2024-09-05,QA Engineer,ACTIVE,Keyboard;Laptop;Headset,Finance
Dmitro Bondarenko,dmitro.514@example.com,2025-07-28,Designer,ONBOARDING,Keyboard;Laptop;Monitor,Sales
Dmitro Oliynyk,dmitro.515@example.com,2023-12-04,Data Analyst,NEW,Docking station,HR
Viktoria Boyko,viktoria.516@example.com,2022-12-16,Project Manager,ONBOARDING,Headset;Laptop,Finance
Dmitro Shevchenko,dmitro.517@example.com,2021-05-04,Junior Developer,ONBOARDING,Monitor,Sales
Serhiy Kovalenko,serhiy.518@example.com,2021-07-18,Designer,ONBOARDING,Mouse;Docking station,Operations
Volodymyr Kovalenko,volodymyr.519@example.com,2024-07-15,Designer,ONBOARDING,Monitor,Sales
Serhiy Boyko,serhiy.520@example.com,2026-01-15,Designer,NEW,Headset;Mouse;Badge,Finance
Viktoria Tkachenko,viktoria.521@example.com,2022-09-12,Designer,ONBOARDING,Keyboard,Sales
Volodymyr Melnyk,volodymyr.522@example.com,2022-06-29,Designer,NEW,Headset,Finance
Natalia Tkachenko,natalia.523@example.com,2020-12-08,Data Analyst,ONBOARDING,Badge;Docking station;Laptop,IT
Andriy Tkachenko,andriy.524@example.com,2024-07-05,Designer,ONBOARDING,Docking station;Mouse,HR
Volodymyr Tkachenko,volodymyr.525@example.com,2022-09-30,QA Engineer,ACTIVE,Mouse,Sales
Igor Bondarenko,igor.526@example.com,2024-10-29,Project Manager,NEW,Badge;Keyboard;Docking station,Sales
Volodymyr Boyko,volodymyr.527@example.com,2021-04-14,Data Analyst,ONBOARDING,Laptop,Operations
Ivan Bondarenko,ivan.528@example.com,2025-06-07,Data Analyst,ACTIVE,Docking station;Badge,Sales
Volodymyr Tkachenko,volodymyr.529@example.com,2022-02-08,Data Analyst,NEW,Headset;Badge,Finance
Ivan Shevchenko,ivan.530@example.com,2026-07-03,QA Engineer,ACTIVE,Headset;Keyboard;Badge,HR
Viktoria Shevchenko,viktoria.531@example.com,2026-04-02,Data Analyst,NEW,Monitor;Headset;Keyboard,HR
Maria Shevchenko,maria.532@example.com,2021-09-16,Designer,NEW,Headset,IT
Natalia Boyko,natalia.533@example.com,2023-07-16,Data Analyst,NEW,Laptop;Keyboard;Docking station,Sales
Igor Tkachenko,igor.534@example.com,2021-08-28,Data Analyst,ACTIVE,Mouse;Headset;Docking station,Sales
Ivan Kovalenko,ivan.535@example.com,2025-06-12,Project Manager,NEW,Headset;Laptop;Mouse,Finance
Igor Bondarenko,igor.536@example.com,2020-03-29,Designer,NEW,Mouse;Docking station,Sales
Oleksandr Bondarenko,oleksandr.537@example.com,2026-01-29,DevOps Engineer,ACTIVE,Laptop;Mouse;Headset,Finance
Serhiy Kovalenko,serhiy.538@example.com,2023-03-17,QA Engineer,ONBOARDING,Badge;Mouse,Finance
Ivan Oliynyk,ivan.539@example.com,2023-05-29,Project Manager,ACTIVE,Headset;Monitor,Operations
Yulia Boyko,yulia.540@example.com,2025-01-30,Junior Developer,NEW,Mouse;Headset,Finance
Serhiy Boyko,serhiy.541@example.com,2021-02-16,Junior Developer,ACTIVE,Badge;Keyboard;Laptop,Operations
Ivan Bondarenko,ivan.542@example.com,2025-12-22,Project Manager,ACTIVE,Keyboard;Mouse,HR
Andriy Kovalenko,andriy.543@example.com,2022-07-26,Project Manager,ONBOARDING,Headset;Monitor,IT
Natalia Boyko,natalia.544@example.com,2020-12-25,Designer,ONBOARDING,Mouse;Badge;Monitor,Sales
Maria Shevchenko,maria.545@example.com,2026-01-28,Designer,ACTIVE,Docking station;Monitor;Keyboard,HR
Olena Bondarenko,olena.546@example.com,2026-03-30,DevOps Engineer,NEW,Laptop,Sales
Dmitro Melnyk,dmitro.547@example.com,2021-03-26,QA Engineer,ACTIVE,Laptop;Monitor;Docking station,Sales
Andriy Tkachenko,andriy.548@example.com,2025-01-11,DevOps Engineer,NEW,Headset;Badge,HR
Yulia Shevchenko,yulia.549@example.com,2025-11-08,QA Engineer,NEW,Keyboard;Docking station,Sales
Dmitro Melnyk,dmitro.550@example.com,2020-02-21,Data Analyst,ONBOARDING,Docking station,Finance
Igor Kovalenko,igor.551@example.com,2024-09-30,QA Engineer,ACTIVE,Docking station;Headset;Mouse,HR
Ivan Kovalenko,ivan.552@example.com,2024-01-26,Project Manager,NEW,Laptop;Keyboard,Sales
Anna Tkachenko,anna.553@example.com,2023-12-10,DevOps Engineer,ONBOARDING,Badge,Operations
Natalia Bondarenko,natalia.554@example.com,2024-11-16,QA Engineer,ACTIVE,Badge;Docking station;Monitor,IT
Igor Boyko,igor.555@example.com,2025-10-27,Junior Developer,NEW,Headset,HR
Viktoria Bondarenko,viktoria.556@example.com,2021-08-17,QA Engineer,ACTIVE,Mouse;Badge;Docking station,Operations
Oksana Kovalenko,oksana.557@example.com,2024-03-10,Data Analyst,ONBOARDING,Mouse;Laptop;Keyboard,Operations
Oksana Kovalenko,oksana.558@example.com,2023-09-11,Junior Developer,ACTIVE,Headset;Badge;Docking station,Sales
Olena Melnyk,olena.559@example.com,2023-06-01,Junior Developer,ACTIVE,Monitor;Headset,HR
Igor Oliynyk,igor.560@example.com,2021-08-22,Junior Developer,ACTIVE,Headset,Sales
Yulia Boyko,yulia.561@example.com,2022-09-09,QA Engineer,NEW,Keyboard;Laptop,Operations
Volodymyr Shevchenko,volodymyr.562@example.com,2025-07-05,DevOps Engineer,ONBOARDING,Monitor;Docking station;Laptop,Finance
Dmitro Oliynyk,dmitro.563@example.com,2020-06-09,Project Manager,ONBOARDING,Headset,HR
Natalia Tkachenko,natalia.564@example.com,2026-05-24,DevOps Engineer,NEW,Laptop;Mouse,IT
Anna Bondarenko,anna.565@example.com,2023-07-28,Project Manager,ONBOARDING,Keyboard,Finance
Andriy Shevchenko,andriy.566@example.com,2022-03-10,QA Engineer,NEW,Docking station;Headset;Badge,Operations
Andriy Oliynyk,andriy.567@example.com,2025-12-23,Project Manager,ACTIVE,Headset,IT
Natalia Melnyk,natalia.568@example.com,2021-05-02,Junior Developer,ONBOARDING,Keyboard,Finance
Andriy Boyko,andriy.569@example.com,2021-10-13,Designer,ONBOARDING,Laptop,Sales
Oleksandr Kovalenko,oleksandr.570@example.com,2023-11-17,Junior Developer,ONBOARDING,Laptop,Finance
Volodymyr Oliynyk,volodymyr.571@example.com,2022-08-17,Junior Developer,ONBOARDING,Monitor;Keyboard,HR
Igor Tkachenko,igor.572@example.com,2023-02-21,QA Engineer,ACTIVE,Laptop,Operations
Volodymyr Oliynyk,volodymyr.573@example.com,2024-07-26,DevOps Engineer,ACTIVE,Mouse;Monitor,Finance
Andriy Shevchenko,andriy.574@example.com,2026-06-22,Project Manager,NEW,Laptop,Finance
Oleksandr Shevchenko,oleksandr.575@example.com,2026-06-26,QA Engineer,NEW,Docking station;Keyboard;Laptop,Sales
Anna Kovalenko,anna.576@example.com,2020-03-06,QA Engineer,ACTIVE,Headset;Laptop,Operations
Ivan Melnyk,ivan.577@example.com,2023-05-15,Data Analyst,NEW,Badge;Laptop;Headset,Sales
Andriy Tkachenko,andriy.578@example.com,2023-10-13,DevOps Engineer,ACTIVE,Laptop,Finance
Olena Shevchenko,olena.579@example.com,2023-04-24,QA Engineer,NEW,Laptop;Monitor,Sales
Natalia Bondarenko,natalia.580@example.com,2021-03-13,Data Analyst,ACTIVE,Keyboard,Operations
Anna Kovalenko,anna.581@example.com,2026-10-19,Junior Developer,ONBOARDING,Keyboard,IT
Ivan Kovalenko,ivan.582@example.com,2020-03-27,Data Analyst,ONBOARDING,Badge,HR
Ivan Melnyk,ivan.583@example.com,2023-11-28,Project Manager,ACTIVE,Docking station;Headset,HR
Igor Bondarenko,igor.584@example.com,2024-10-20,Designer,ONBOARDING,Laptop,Operations
Yulia Bondarenko,yulia.585@example.com,2024-08-05,Junior Developer,NEW,Keyboard;Badge;Monitor,Sales
Dmitro Kovalenko,dmitro.586@example.com,2023-03-09,Junior Developer,NEW,Docking station;Monitor,Sales
Anna Tkachenko,anna.587@example.com,2025-01-24,QA Engineer,ONBOARDING,Headset;Docking station,Finance
Maria Bondarenko,maria.588@example.com,2022-07-19,Junior Developer,ONBOARDING,Headset;Laptop;Monitor,IT
Viktoria Tkachenko,viktoria.589@example.com,2022-07-26,QA Engineer,ONBOARDING,Docking station;Headset,IT
Oleksandr Shevchenko,oleksandr.590@example.com,2025-10-04,Designer,ONBOARDING,Keyboard;Docking station;Laptop,HR
Anna Shevchenko,anna.591@example.com,2026-12-03,Data Analyst,ACTIVE,Laptop;Mouse,Sales
Serhiy Kovalenko,serhiy.592@example.com,2024-08-29,Project Manager,ONBOARDING,Headset;Mouse,Finance
Oleksandr Boyko,oleksandr.593@example.com,2023-12-08,Project Manager,ONBOARDING,Headset,HR
Olena Tkachenko,olena.594@example.com,2024-03-08,Junior Developer,ONBOARDING,Mouse;Docking station,Sales
Volodymyr Bondarenko,volodymyr.595@example.com,2025-06-17,QA Engineer,NEW,Badge;Laptop;Monitor,Operations
Maria Oliynyk,maria.596@example.com,2026-03-03,DevOps Engineer,ONBOARDING,Keyboard;Mouse;Laptop,Operations
Dmitro Kovalenko,dmitro.597@example.com,2026-12-21,Junior Developer,NEW,Badge;Monitor;Mouse,Operations
Maria Melnyk,maria.598@example.com,2024-04-27,QA Engineer,ACTIVE,Headset;Laptop;Badge,Sales
Volodymyr Kovalenko,volodymyr.599@example.com,2024-12-13,DevOps Engineer,NEW,Laptop,Sales
Anna Boyko,anna.600@example.com,2020-08-21,Project Manager,NEW,Laptop;Monitor,Finance
Andriy Shevchenko,andriy.601@example.com,2024-12-20,Project Manager,ACTIVE,Monitor;Headset;Mouse,Finance
Viktoria Tkachenko,viktoria.602@example.com,2020-07-31,DevOps Engineer,NEW,Monitor;Headset,Sales
Volodymyr Bondarenko,volodymyr.603@example.com,2026-01-18,Project Manager,ACTIVE,Monitor;Mouse,Operations
Serhiy Oliynyk,serhiy.604@example.com,2020-02-01,Junior Developer,ONBOARDING,Badge;Headset,Sales
Dmitro Shevchenko,dmitro.605@example.com,2026-05-15,Designer,ACTIVE,Mouse,Operations
Dmitro Melnyk,dmitro.606@example.com,2023-04-20,Project Manager,ONBOARDING,Headset;Laptop;Keyboard,HR
Oksana Oliynyk,oksana.607@example.com,2021-05-22,DevOps Engineer,ACTIVE,Mouse,Finance
Volodymyr Kovalenko,volodymyr.608@example.com,2020-07-23,DevOps Engineer,ACTIVE,Headset,HR
Oksana Boyko,oksana.609@example.com,2023-08-16,Designer,ACTIVE,Keyboard,HR
Anna Oliynyk,anna.610@example.com,2024-03-04,QA Engineer,ONBOARDING,Docking station;Headset,Sales
Serhiy Shevchenko,serhiy.611@example.com,2020-12-05,Data Analyst,ONBOARDING,Laptop,Operations
Oksana Boyko,oksana.612@example.com,2026-10-09,DevOps Engineer,ACTIVE,Docking station;Monitor;Laptop,HR
Viktoria Melnyk,viktoria.613@example.com,2026-10-28,Data Analyst,ACTIVE,Badge,Sales
Viktoria Kovalenko,viktoria.614@example.com,2024-08-22,Data Analyst,ONBOARDING,Badge;Docking station;Monitor,Operations
Volodymyr Kovalenko,volodymyr.615@example.com,2023-03-15,Project Manager,NEW,Headset;Mouse,IT
Dmitro Tkachenko,dmitro.616@example.com,2020-07-19,Designer,ACTIVE,Keyboard,IT
Natalia Kovalenko,natalia.617@example.com,2024-04-29,Junior Developer,ONBOARDING,Docking station;Keyboard;Laptop,Finance
Andriy Bondarenko,andriy.618@example.com,2024-04-24,Data Analyst,ACTIVE,Monitor;Mouse;Keyboard,Sales
Oksana Tkachenko,oksana.619@example.com,2022-03-21,Project Manager,ONBOARDING,Mouse,HR
Volodymyr Shevchenko,volodymyr.620@example.com,2025-07-23,Data Analyst,ACTIVE,Mouse;Monitor,Operations
Serhiy Tkachenko,serhiy.621@example.com,2023-08-30,Junior Developer,ONBOARDING,Badge,HR
Volodymyr Kovalenko,volodymyr.622@example.com,2020-08-27,DevOps Engineer,ONBOARDING,Headset,IT
Viktoria Kovalenko,viktoria.623@example.com,2023-06-27,QA Engineer,ACTIVE,Keyboard,IT
Viktoria Melnyk,viktoria.624@example.com,2023-11-02,Project Manager,ACTIVE,Headset;Docking station;Keyboard,Sales
Anna Oliynyk,anna.625@example.com,2024-08-20,DevOps Engineer,ONBOARDING,Docking station,IT
Oleksandr Tkachenko,oleksandr.626@example.com,2022-02-11,Junior Developer,ONBOARDING,Monitor;Docking station,Sales
Serhiy Boyko,serhiy.627@example.com,2023-07-19,DevOps Engineer,NEW,Badge;Docking station,IT
Serhiy Oliynyk,serhiy.628@example.com,2024-02-03,Designer,NEW,Mouse,IT
Volodymyr Bondarenko,volodymyr.629@example.com,2023-05-05,Junior Developer,ACTIVE,Badge;Keyboard,Finance
Igor Boyko,igor.630@example.com,2024-10-30,Data Analyst,NEW,Headset;Mouse;Laptop,Operations
Dmitro Kovalenko,dmitro.631@example.com,2023-08-29,Project Manager,ACTIVE,Headset;Badge;Monitor,Sales
Andriy Boyko,andriy.632@example.com,2020-10-03,Junior Developer,NEW,Laptop;Docking station,Operations
Volodymyr Boyko,volodymyr.633@example.com,2021-09-19,Junior Developer,ACTIVE,Docking station,IT
Yulia Bondarenko,yulia.634@example.com,2026-06-28,DevOps Engineer,ACTIVE,Badge;Monitor;Laptop,Sales
Maria Shevchenko,maria.635@example.com,2022-08-17,DevOps Engineer,NEW,Headset;Mouse;Monitor,Operations
Andriy Melnyk,andriy.636@example.com,2022-05-01,Designer,NEW,Keyboard;Docking station,IT
Oksana Oliynyk,oksana.637@example.com,2025-05-28,Project Manager,NEW,Docking station;Laptop;Keyboard,HR
Olena Shevchenko,olena.638@example.com,2026-12-11,DevOps Engineer,ACTIVE,Keyboard,IT
Oleksandr Melnyk,oleksandr.639@example.com,2024-10-08,Designer,ACTIVE,Keyboard;Monitor;Mouse,Operations
Natalia Tkachenko,natalia.640@example.com,2020-03-28,QA Engineer,ACTIVE,Badge;Headset;Laptop,IT
Andriy Oliynyk,andriy.641@example.com,2024-07-21,QA Engineer,ACTIVE,Badge,Sales
Anna Shevchenko,anna.642@example.com,2020-07-26,Data Analyst,NEW,Keyboard;Docking station,HR
Volodymyr Oliynyk,volodymyr.643@example.com,2020-11-14,Project Manager,ACTIVE,Docking station;Keyboard;Badge,HR
Olena Tkachenko,olena.644@example.com,2024-05-19,QA Engineer,ACTIVE,Laptop;Mouse;Monitor,HR
Maria Boyko,maria.645@example.com,2021-03-21,Junior Developer,ONBOARDING,Laptop;Badge,Sales
Yulia Kovalenko,yulia.646@example.com,2025-10-20,Designer,NEW,Mouse,Finance
Natalia Bondarenko,natalia.647@example.com,2025-06-25,Junior Developer,NEW,Monitor,Sales
Yulia Melnyk,yulia.648@example.com,2022-05-27,QA Engineer,NEW,Badge;Mouse;Docking station,IT
Yulia Kovalenko,yulia.649@example.com,2021-09-05,Junior Developer,NEW,Mouse;Laptop,Operations
Dmitro Shevchenko,dmitro.650@example.com,2021-10-17,Designer,ONBOARDING,Badge,HR
Maria Melnyk,maria.651@example.com,2022-05-11,DevOps Engineer,ACTIVE,Headset;Laptop,HR
Natalia Tkachenko,natalia.652@example.com,2026-11-20,Junior Developer,ONBOARDING,Monitor;Mouse,IT
Oleksandr Boyko,oleksandr.653@example.com,2024-09-20,Designer,ACTIVE,Docking station;Headset,Finance
Olena Tkachenko,olena.654@example.com,2026-05-08,DevOps Engineer,NEW,Badge;Keyboard;Monitor,HR
Anna Oliynyk,anna.655@example.com,2022-07-31,DevOps Engineer,ONBOARDING,Keyboard;Headset,Finance
Viktoria Shevchenko,viktoria.656@example.com,2024-07-19,Junior Developer,ONBOARDING,Mouse,IT
Maria Melnyk,maria.657@example.com,2023-02-22,Designer,ONBOARDING,Docking station;Monitor,Sales
Yulia Oliynyk,yulia.658@example.com,2025-10-14,Data Analyst,NEW,Monitor,IT
Anna Oliynyk,anna.659@example.com,2023-07-05,Junior Developer,ONBOARDING,Docking station,Finance
Maria Boyko,maria.660@example.com,2024-03-09,Designer,NEW,Headset,Sales
Natalia Kovalenko,natalia.661@example.com,2024-04-24,Designer,NEW,Badge;Laptop,Sales
Igor Boyko,igor.662@example.com,2025-09-10,Data Analyst,NEW,Keyboard,Operations
Yulia Tkachenko,yulia.663@example.com,2021-12-25,Designer,NEW,Monitor;Keyboard,Sales
Anna Bondarenko,anna.664@example.com,2024-08-17,Junior Developer,ACTIVE,Mouse,Operations
Yulia Shevchenko,yulia.665@example.com,2026-11-16,Project Manager,ONBOARDING,Headset,Sales
Volodymyr Boyko,volodymyr.666@example.com,2026-12-13,Data Analyst,NEW,Monitor,IT
Olena Bondarenko,olena.667@example.com,2023-02-28,Junior Developer,ONBOARDING,Headset;Keyboard;Mouse,HR
Natalia Kovalenko,natalia.668@example.com,2020-09-26,QA Engineer,NEW,Mouse,IT
Igor Bondarenko,igor.669@example.com,2020-09-13,Designer,ACTIVE,Headset,HR
Yulia Boyko,yulia.670@example.com,2024-05-16,Data Analyst,ACTIVE,Headset;Monitor,IT
Yulia Oliynyk,yulia.671@example.com,2022-10-04,DevOps Engineer,ONBOARDING,Badge;Laptop;Mouse,HR
Viktoria Oliynyk,viktoria.672@example.com,2024-03-24,Junior Developer,NEW,Mouse;Monitor,IT
Yulia Kovalenko,yulia.673@example.com,2020-01-12,Data Analyst,ONBOARDING,Badge,IT
Oleksandr Shevchenko,oleksandr.674@example.com,2026-02-07,Project Manager,ACTIVE,Badge;Monitor,IT
Natalia Shevchenko,natalia.675@example.com,2024-05-09,QA Engineer,ONBOARDING,Docking station;Mouse,Sales
Olena Melnyk,olena.676@example.com,2022-03-30,QA Engineer,ONBOARDING,Headset;Badge,Operations
Olena Tkachenko,olena.677@example.com,2026-10-23,Project Manager,NEW,Monitor,IT
Anna Kovalenko,anna.678@example.com,2025-11-02,QA Engineer,NEW,Headset;Mouse;Badge,IT
Andriy Shevchenko,andriy.679@example.com,2023-05-22,QA Engineer,NEW,Headset;Monitor;Badge,Finance
Serhiy Kovalenko,serhiy.680@example.com,2022-10-19,QA Engineer,NEW,Mouse;Headset;Laptop,IT
Dmitro Oliynyk,dmitro.681@example.com,2023-05-11,Project Manager,ACTIVE,Headset;Monitor;Badge,Operations
Volodymyr Bondarenko,volodymyr.682@example.com,2020-04-15,QA Engineer,NEW,Docking station;Badge;Mouse,IT
Volodymyr Tkachenko,volodymyr.683@example.com,2023-08-10,Data Analyst,NEW,Headset;Monitor;Docking station,Sales
Serhiy Melnyk,serhiy.684@example.com,2026-12-07,Data Analyst,ONBOARDING,Docking station,Operations
Anna Shevchenko,anna.685@example.com,2025-08-05,Data Analyst,ACTIVE,Mouse;Badge;Headset,Sales
Igor Shevchenko,igor.686@example.com,2022-09-14,Project Manager,NEW,Laptop,IT
Serhiy Shevchenko,serhiy.687@example.com,2025-11-29,Junior Developer,NEW,Badge;Docking station;Headset,Operations
Oleksandr Melnyk,oleksandr.688@example.com,2022-04-28,Data Analyst,ONBOARDING,Docking station;Mouse;Keyboard,IT
Andriy Melnyk,andriy.689@example.com,2021-07-17,DevOps Engineer,NEW,Mouse,Sales
Oksana Oliynyk,oksana.690@example.com,2021-10-23,Data Analyst,ONBOARDING,Headset;Keyboard;Badge,Operations
Dmitro Melnyk,dmitro.691@example.com,2021-05-03,DevOps Engineer,ACTIVE,Monitor;Badge;Keyboard,Operations
Ivan Shevchenko,ivan.692@example.com,2021-05-13,Junior Developer,ONBOARDING,Laptop;Headset,HR
Anna Melnyk,anna.693@example.com,2026-04-09,Project Manager,ONBOARDING,Monitor;Docking station;Keyboard,Sales
Dmitro Shevchenko,dmitro.694@example.com,2024-09-06,Designer,ONBOARDING,Mouse;Laptop;Badge,Sales
Maria Kovalenko,maria.695@example.com,2026-10-05,QA Engineer,NEW,Headset;Monitor;Mouse,Finance
Oleksandr Kovalenko,oleksandr.696@example.com,2021-03-29,Junior Developer,ONBOARDING,Keyboard;Monitor;Docking station,Sales
Ivan Kovalenko,ivan.697@example.com,2021-04-16,Designer,NEW,Badge;Laptop,Finance
Serhiy Melnyk,serhiy.698@example.com,2026-02-15,Junior Developer,ACTIVE,Keyboard;Laptop;Monitor,IT
Natalia Melnyk,natalia.699@example.com,2021-10-28,Designer,NEW,Laptop,Sales
Yulia Melnyk,yulia.700@example.com,2025-03-20,Data Analyst,ACTIVE,Mouse,Finance
Oleksandr Tkachenko,oleksandr.701@example.com,2025-01-13,Designer,ACTIVE,Mouse;Badge,Finance
Dmitro Boyko,dmitro.702@example.com,2024-04-27,Junior Developer,NEW,Badge;Monitor,Sales
Viktoria Oliynyk,viktoria.703@example.com,2023-07-29,QA Engineer,NEW,Mouse;Badge,HR
Oksana Boyko,oksana.704@example.com,2023-11-27,Designer,ACTIVE,Badge;Laptop,HR
Viktoria Shevchenko,viktoria.705@example.com,2023-11-23,Project Manager,ONBOARDING,Badge,Operations
Anna Kovalenko,anna.706@example.com,2022-01-04,Project Manager,ONBOARDING,Docking station;Headset,IT
Anna Oliynyk,anna.707@example.com,2025-12-13,QA Engineer,ACTIVE,Headset;Keyboard;Laptop,Finance
Anna Tkachenko,anna.708@example.com,2021-11-23,QA Engineer,NEW,Mouse,IT
Viktoria Tkachenko,viktoria.709@example.com,2024-01-13,QA Engineer,ONBOARDING,Mouse;Badge;Monitor,Finance
Oksana Boyko,oksana.710@example.com,2022-08-25,Data Analyst,ONBOARDING,Keyboard;Badge;Mouse,Sales
Maria Melnyk,maria.711@example.com,2024-01-02,QA Engineer,ACTIVE,Docking station,IT
Viktoria Kovalenko,viktoria.712@example.com,2025-02-10,Junior Developer,ACTIVE,Mouse;Headset;Keyboard,Finance
Olena Bondarenko,olena.713@example.com,2022-12-29,Designer,NEW,Docking station;Mouse;Headset,Finance
Igor Tkachenko,igor.714@example.com,2021-06-25,QA Engineer,ACTIVE,Docking station;Badge;Keyboard,IT
Igor Tkachenko,igor.715@example.com,2021-03-05,QA Engineer,NEW,Keyboard;Laptop,Finance
Oksana Shevchenko,oksana.716@example.com,2025-02-02,Data Analyst,ONBOARDING,Keyboard;Badge;Headset,IT
Olena Melnyk,olena.717@example.com,2025-02-23,Data Analyst,NEW,Docking station;Headset;Laptop,Operations
Igor Shevchenko,igor.718@example.com,2026-06-07,Designer,NEW,Laptop,Sales
Viktoria Shevchenko,viktoria.719@example.com,2022-06-12,Project Manager,NEW,Laptop;Badge;Monitor,Finance
Natalia Oliynyk,natalia.720@example.com,2026-05-30,Data Analyst,ACTIVE,Mouse;Keyboard,Operations
Oksana Boyko,oksana.721@example.com,2023-08-01,Designer,ACTIVE,Headset;Monitor,HR
Ivan Kovalenko,ivan.722@example.com,2025-06-03,Designer,ONBOARDING,Docking station;Badge,Operations
Dmitro Kovalenko,dmitro.723@example.com,2026-03-20,Junior Developer,ACTIVE,Monitor;Keyboard;Mouse,Finance
Serhiy Melnyk,serhiy.724@example.com,2023-08-28,Designer,ACTIVE,Headset;Laptop;Badge,HR
Volodymyr Boyko,volodymyr.725@example.com,2023-05-31,Data Analyst,ONBOARDING,Monitor,Sales
Andriy Shevchenko,andriy.726@example.com,2026-11-20,Junior Developer,ACTIVE,Keyboard;Monitor,Finance
Dmitro Oliynyk,dmitro.727@example.com,2023-08-08,Designer,ONBOARDING,Headset;Docking station,IT
Viktoria Kovalenko,viktoria.728@example.com,2021-08-24,QA Engineer,ACTIVE,Monitor,Finance
Dmitro Shevchenko,dmitro.729@example.com,2026-07-07,Junior Developer,NEW,Keyboard,IT
Viktoria Shevchenko,viktoria.730@example.com,2020-02-09,QA Engineer,ONBOARDING,Keyboard;Docking station,IT
Volodymyr Tkachenko,volodymyr.731@example.com,2020-02-28,Junior Developer,ACTIVE,Laptop,Finance
Serhiy Bondarenko,serhiy.732@example.com,2021-03-14,Designer,ACTIVE,Docking station;Keyboard,Operations
Ivan Tkachenko,ivan.733@example.com,2025-05-27,Data Analyst,ACTIVE,Docking station,IT
Viktoria Melnyk,viktoria.734@example.com,2023-03-08,QA Engineer,ONBOARDING,Docking station;Monitor,Operations
Anna Boyko,anna.735@example.com,2026-07-23,DevOps Engineer,ONBOARDING,Mouse;Monitor;Docking station,Finance
Oleksandr Oliynyk,oleksandr.736@example.com,2021-02-22,Junior Developer,ONBOARDING,Docking station;Keyboard,Sales
Igor Kovalenko,igor.737@example.com,2025-05-28,QA Engineer,NEW,Laptop;Monitor,Sales
Igor Bondarenko,igor.738@example.com,2026-06-20,DevOps Engineer,ACTIVE,Keyboard,Operations
Maria Boyko,maria.739@example.com,2025-07-19,QA Engineer,NEW,Docking station;Badge;Monitor,HR
Volodymyr Oliynyk,volodymyr.740@example.com,2022-02-05,Junior Developer,ONBOARDING,Mouse;Badge,IT
Dmitro Tkachenko,dmitro.741@example.com,2024-04-22,Designer,ONBOARDING,Laptop;Headset,Operations
Andriy Melnyk,andriy.742@example.com,2022-01-17,DevOps Engineer,NEW,Monitor;Keyboard;Laptop,Sales
Volodymyr Oliynyk,volodymyr.743@example.com,2020-03-18,Junior Developer,ACTIVE,Mouse;Laptop,Operations
Andriy Tkachenko,andriy.744@example.com,2023-08-11,QA Engineer,NEW,Monitor;Docking station,Operations
Serhiy Melnyk,serhiy.745@example.com,2024-10-19,Designer,ACTIVE,Headset;Docking station,Sales
Oksana Oliynyk,oksana.746@example.com,2024-08-08,DevOps Engineer,NEW,Mouse;Laptop;Keyboard,HR
Serhiy Bondarenko,serhiy.747@example.com,2024-10-31,Designer,ONBOARDING,Mouse,HR
Oleksandr Shevchenko,oleksandr.748@example.com,2024-04-10,Junior Developer,NEW,Mouse;Docking station;Keyboard,Sales
Ivan Kovalenko,ivan.749@example.com,2021-03-31,DevOps Engineer,ACTIVE,Mouse;Headset,Sales
Volodymyr Melnyk,volodymyr.750@example.com,2022-01-09,Designer,NEW,Laptop,Finance
Andriy Kovalenko,andriy.751@example.com,2026-07-22,Data Analyst,NEW,Monitor,Sales
Anna Oliynyk,anna.752@example.com,2023-07-27,Project Manager,ACTIVE,Badge,IT
Oleksandr Bondarenko,oleksandr.753@example.com,2021-03-11,Junior Developer,ONBOARDING,Headset;Badge,Operations
Andriy Melnyk,andriy.754@example.com,2026-04-21,DevOps Engineer,ACTIVE,Docking station,HR
Olena Kovalenko,olena.755@example.com,2023-08-08,Project Manager,ONBOARDING,Mouse;Keyboard,Finance
Natalia Tkachenko,natalia.756@example.com,2026-12-16,Junior Developer,ACTIVE,Headset;Keyboard;Laptop,IT
Andriy Kovalenko,andriy.757@example.com,2020-04-30,Project Manager,NEW,Mouse;Badge;Headset,HR
Igor Oliynyk,igor.758@example.com,2024-06-06,Project Manager,ONBOARDING,Monitor,Sales
Igor Oliynyk,igor.759@example.com,2021-04-07,DevOps Engineer,NEW,Mouse;Keyboard;Badge,Operations
Igor Boyko,igor.760@example.com,2026-01-25,Junior Developer,NEW,Badge;Monitor,Finance
Natalia Tkachenko,natalia.761@example.com,2022-10-01,Junior Developer,ONBOARDING,Badge,HR
Maria Shevchenko,maria.762@example.com,2020-07-05,Junior Developer,ONBOARDING,Laptop,Operations
Olena Boyko,olena.763@example.com,2025-12-13,QA Engineer,NEW,Headset,Finance
Anna Kovalenko,anna.764@example.com,2025-08-25,QA Engineer,ACTIVE,Docking station,HR
Oleksandr Kovalenko,oleksandr.765@example.com,2025-05-23,Data Analyst,ACTIVE,Badge;Laptop,Sales
Dmitro Bondarenko,dmitro.766@example.com,2026-12-31,Project Manager,NEW,Docking station;Headset;Mouse,Operations
Anna Oliynyk,anna.767@example.com,2020-03-02,QA Engineer,ONBOARDING,Docking station,Operations
